deck,h_mm,b_m,I_s,EI_s,m,delta,f1,pass_4hz,pass_3hz,note
Multideck 146 1.5,239.0,4.0,79687935.50098099,16.734466455206007,497.5925586136595,0.972321209655582,18.25440263389297,True,True,
Multideck 146 1.5,240.0,4.0,80928583.02192935,16.995002434605162,500.0390417940877,0.9621226433820487,18.35089655987436,True,True,
Multideck 146 1.5,212.0,5.0,51140271.28435488,10.739456969714524,431.53751274209986,3.207923747600336,10.0498709915491,True,True,
Multideck 146 1.5,253.0,5.0,98370815.2023288,20.65787119248905,531.8433231396534,2.0553507742325743,12.5553704039164,True,True,
Multideck 146 1.5,257.0,5.0,104249240.20113987,21.892340442239373,541.6292558613659,1.9751392804969594,12.807773599892693,True,True,
Multideck 146 1.5,212.0,6.0,51140271.28435488,10.739456969714524,431.53751274209986,6.651950683024057,6.979077077464653,True,True,
Multideck 146 1.5,214.0,6.0,52948212.53533454,11.119124632420252,436.4304791029561,6.497664205898374,7.061449755340312,True,True,
Multideck 146 1.5,349.0,6.0,323425621.83257014,67.91938058483971,766.7057084607543,1.8687352127196897,13.167357303534692,True,True,
Multideck 146 1.5,350.0,6.0,326867774.53125286,68.64223265156309,769.1521916411823,1.8549562449597932,13.216171637812915,True,True,
Multideck 146 1.5,269.0,7.0,123425182.50663973,25.91928832639434,570.9870540265035,6.756209939844432,6.925018484946033,True,True,
Multideck 146 1.5,273.0,7.0,130353331.80245124,27.37419967851476,580.7729867482161,6.506762042956767,7.056511324272412,True,True,
Multideck 146 1.5,288.0,7.0,158881212.9752151,33.36505472479517,617.4702344546381,5.675761436223501,7.555451788123473,True,True,
Multideck 146 1.5,290.0,7.0,163002000.43348053,34.23042009103091,622.3632008154943,5.576113743765939,7.622662528568582,True,True,
Multideck 146 1.5,324.0,7.0,245661375.85271284,51.58888892906969,705.543628950051,4.194378778383613,8.788984152901264,True,True,
Multideck 146 1.5,326.0,7.0,251319080.6287998,52.777006932047954,710.4365953109073,4.128388072575081,8.858949943879859,True,True,
Multideck 146 1.5,325.0,8.0,248478477.6972168,52.18048031641553,707.990112130479,7.098831295160301,6.7558356748595845,True,True,
Multideck 146 1.5,331.0,8.0,265878927.9802024,55.834574875842506,722.6690112130478,6.771797358669534,6.917043840575887,True,True,
Multideck 146 1.5,333.0,8.0,271871702.0093943,57.093057421972794,727.5619775739041,6.667368045351272,6.971003334331461,True,True,
Multideck 146 1.5,335.0,8.0,277962448.173554,58.37211411644634,732.4549439347604,6.5651284430469925,7.025073808440562,True,True,
Multideck 146 1.5,400.0,8.0,535725489.0592682,112.50235270244633,891.4763506625891,4.145872645884006,8.840249584557323,True,True,
Multideck 146 1.5,403.0,8.0,550743034.0599352,115.6560371525864,898.8158002038736,4.066025762634824,8.926628109368206,True,True,
Multideck 146 1.5,380.0,9.0,443118262.8145099,93.05483519104708,842.5466870540264,7.588096688453949,6.534405431461027,True,True,
Multideck 146 1.5,388.0,9.0,478627587.02787304,100.51179327585334,862.1185524974516,7.188326495925594,6.71364862672297,True,True,
Multideck 146 1.5,405.0,9.0,560923878.0669416,117.79401439405774,903.7087665647298,6.429587302493858,7.0987348736821,True,True,
Multideck 146 1.5,408.0,9.0,576451728.1524259,121.05486291200943,911.0482161060143,6.307205001031532,7.16727439701716,True,True,
Multideck 50 0.85,104.0,3.0,6679611.310467537,1.4027183751981827,381.9602650356778,2.817348074950647,10.72388756749806,True,True,
Multideck 50 0.85,105.0,3.0,6920352.914674783,1.4532741120817045,384.40674821610594,2.7367572166859695,10.880638190463548,True,True,
Multideck 50 0.85,119.0,3.0,10996426.941034338,2.309249657617211,418.65751274209987,1.8757752760834348,13.142624550937214,True,True,
Multideck 50 0.85,120.0,3.0,11342229.912365993,2.381868281596859,421.10399592252793,1.8292136251722129,13.30884267593232,True,True,
Multideck 50 0.85,127.0,3.0,13989481.02534081,2.9377910153215705,438.229378185525,1.5433818778856176,14.488913072246692,True,True,
Multideck 50 0.85,128.0,3.0,14401400.351408068,3.024294073795694,440.6758613659531,1.507606668798609,14.659814676932998,True,True,
Multideck 50 0.85,126.0,4.0,13586226.574635036,2.853107580673358,435.78289500509686,4.994589325406203,8.054203766156814,True,True,
Multideck 50 0.85,128.0,4.0,14401400.351408068,3.024294073795694,440.6758613659531,4.764781570523999,8.24614575577481,True,True,
Multideck 50 0.85,145.0,4.0,22844909.623478066,4.797431020930394,482.2660754332313,3.287196959761243,9.927951384057884,True,True,
Multideck 50 0.85,146.0,4.0,23433297.296388764,4.92099243224164,484.7125586136595,3.2209154728259834,10.029582180794398,True,True,
Multideck 50 0.85,152.0,4.0,27198760.410171594,5.711739686136036,499.3914576962283,2.8590414766807943,10.645407170829843,True,True,
Multideck 50 0.85,153.0,4.0,27866737.718571417,5.852014920899998,501.8379408766564,2.804179566948697,10.74903791781238,True,True,
Multideck 50 0.85,130.0,5.0,15251699.487727514,3.2028568924227776,445.5688277268094,11.106189263367725,5.401196406492134,True,True,
Multideck 50 0.85,155.0,5.0,29238502.064293496,6.140085433501635,506.7309072375126,6.588564242119742,7.012568437056347,True,True,
Multideck 50 0.9,104.0,3.0,6679611.310467537,1.4027183751981827,383.43026503567785,2.8281908302037118,10.70331113631459,True,True,
Multideck 50 0.9,105.0,3.0,6920352.914674783,1.4532741120817045,385.87674821610597,2.747222779861429,10.859893483607681,True,True,
Multideck 50 0.9,119.0,3.0,10996426.941034338,2.309249657617211,420.12751274209984,1.882361541878075,13.11961179087796,True,True,
Multideck 50 0.9,120.0,3.0,11342229.912365993,2.381868281596859,422.573995922528,1.8355990882764337,13.2856739021711,True,True,
Multideck 50 0.9,127.0,3.0,13989481.02534081,2.9377910153215705,439.69937818552495,1.5485590099388944,14.464673177318097,True,True,
Multideck 50 0.9,128.0,3.0,14401400.351408068,3.024294073795694,442.1458613659532,1.5126357207559014,14.635424683686795,True,True,
Multideck 50 0.9,123.0,4.0,12427299.02245518,2.6097327947155877,429.9134454638124,5.386823392468709,7.755434537996569,True,True,
Multideck 50 0.9,125.0,4.0,13191521.333508037,2.770219480036688,434.80641182466866,5.1325065645983985,7.945253317966453,True,True,
Multideck 50 0.9,145.0,4.0,22844909.623478066,4.797431020930394,483.73607543323135,3.297216697364615,9.912855143095303,True,True,
Multideck 50 0.9,146.0,4.0,23433297.296388764,4.92099243224164,486.18255861365947,3.230683624405542,10.014408202561878,True,True,
Multideck 50 0.9,152.0,4.0,27198760.410171594,5.711739686136036,500.8614576962283,2.867457301392953,10.629773858235493,True,True,
Multideck 50 0.9,153.0,4.0,27866737.718571417,5.852014920899998,503.3079408766564,2.812393660837679,10.733329204714623,True,True,
Multideck 50 0.9,126.0,5.0,13586226.574635036,2.853107580673358,437.2528950050969,12.234954273796404,5.146018341697169,True,True,
Multideck 50 0.9,155.0,5.0,29238502.064293496,6.140085433501635,508.2009072375127,6.607677324226211,7.002418965932654,True,True,
Multideck 50 1.0,104.0,3.0,6679611.310467537,1.4027183751981827,384.9002650356779,2.8390335854567756,10.682852695336772,True,True,
Multideck 50 1.0,105.0,3.0,6920352.914674783,1.4532741120817045,387.346748216106,2.7576883430368877,10.839266979853871,True,True,
Multideck 50 1.0,119.0,3.0,10996426.941034338,2.309249657617211,421.5975127420998,1.8889478076727158,13.096719495170573,True,True,
Multideck 50 1.0,120.0,3.0,11342229.912365993,2.381868281596859,424.04399592252804,1.841984551380654,13.26262570911442,True,True,
Multideck 50 1.0,127.0,3.0,13989481.02534081,2.9377910153215705,441.1693781855249,1.553736141992171,14.440554536479006,True,True,
Multideck 50 1.0,128.0,3.0,14401400.351408068,3.024294073795694,443.61586136595315,1.517664772713194,14.611156021959362,True,True,
Multideck 50 1.0,119.0,4.0,10996426.941034338,2.309249657617211,421.5975127420998,5.970007885977966,7.366904716033447,True,True,
Multideck 50 1.0,121.0,4.0,11695901.609887598,2.4561393380763956,426.4904791029561,5.678113798539261,7.553886567535329,True,True,
Multideck 50 1.0,145.0,4.0,22844909.623478066,4.797431020930394,485.20607543323143,3.307236434967988,9.897827558475175,True,True,
Multideck 50 1.0,146.0,4.0,23433297.296388764,4.92099243224164,487.65255861365944,3.2404517759851013,9.999302887739407,True,True,
Multideck 50 1.0,153.0,4.0,27866737.718571417,5.852014920899998,504.7779408766565,2.820607754726663,10.717689161375228,True,True,
Multideck 50 1.0,154.0,4.0,28546607.456769045,5.9947875659214995,507.22442405708455,2.766776717986517,10.821449793326849,True,True,
Multideck 50 1.0,155.0,5.0,29238502.064293496,6.140085433501635,509.6709072375128,6.626790406332681,6.992313436402463,True,True,
Multideck 50 1.0,156.0,5.0,29942554.584045943,6.287936462649648,512.1173904179408,6.502033216722989,7.0590769025901965,True,True,
Multideck 50 1.0,157.0,5.0,30658898.66112922,6.438368718837136,514.563873598369,6.38044915392967,7.126017409708179,True,True,
Multideck 50 1.0,159.0,5.0,32128999.0717533,6.747089805068193,519.4568399592252,6.146399476355055,7.260426169945013,True,True,
Multideck 50 1.0,162.0,5.0,34429711.99377855,7.230239518693495,526.7962895005096,5.816715564685916,7.463346265159113,True,True,
Multideck 50 1.0,171.0,5.0,42054593.98710262,8.831464737291551,548.8146381243628,4.961131652350189,8.081316744479947,True,True,
Multideck 50 1.0,173.0,5.0,43903426.5962175,9.219719585205674,553.7076044852191,4.794580121040151,8.220480716173745,True,True,
Multideck 50 1.1,104.0,3.0,6679611.310467537,1.4027183751981827,386.37026503567785,2.849876340709841,10.662511121217916,True,True,
Multideck 50 1.1,105.0,3.0,6920352.914674783,1.4532741120817045,388.816748216106,2.7681539062123472,10.818757560916222,True,True,
Multideck 50 1.1,119.0,3.0,10996426.941034338,2.309249657617211,423.0675127420999,1.8955340734673567,13.073946616482989,True,True,
Multideck 50 1.1,120.0,3.0,11342229.912365993,2.381868281596859,425.513995922528,1.848370014484875,13.239697054451282,True,True,
Multideck 50 1.1,127.0,3.0,13989481.02534081,2.9377910153215705,442.63937818552495,1.558913274045448,14.41655614218288,True,True,
Multideck 50 1.1,128.0,3.0,14401400.351408068,3.024294073795694,445.085861365953,1.522693824670486,14.587007689107045,True,True,
Multideck 50 1.1,117.0,4.0,10327983.239571411,2.1688764803099962,418.1745463812436,6.3047885810040265,7.168647756807501,True,True,
Multideck 50 1.1,119.0,4.0,10996426.941034338,2.309249657617211,423.0675127420999,5.990823738365966,7.354094971771681,True,True,
Multideck 50 1.1,145.0,4.0,22844909.623478066,4.797431020930394,486.6760754332314,3.31725617257136,9.882868111365616,True,True,
Multideck 50 1.1,146.0,4.0,23433297.296388764,4.92099243224164,489.1225586136595,3.250219927564661,9.984265720039005,True,True,
Multideck 50 1.1,153.0,4.0,27866737.718571417,5.852014920899998,506.24794087665646,2.828821848615645,10.702117288937844,True,True,
Multideck 50 1.1,154.0,4.0,28546607.456769045,5.9947875659214995,508.6944240570846,2.774795183940717,10.805802835863272,True,True,
Multideck 50 1.1,123.0,5.0,12427299.02245518,2.6097327947155877,432.8534454638124,13.241361441982,4.946593071903045,True,True,
Multideck 50 1.1,155.0,5.0,29238502.064293496,6.140085433501635,511.14090723751275,6.64590348843915,6.98225153230689,True,True,
Multideck 50 1.1,156.0,5.0,29942554.584045943,6.287936462649648,513.5873904179408,6.52069688448241,7.048967348610395,True,True,
Multideck 50 1.1,159.0,5.0,32128999.0717533,6.747089805068193,520.9268399592253,6.163793043125589,7.250174858544369,True,True,
Multideck 50 1.1,171.0,5.0,42054593.98710262,8.831464737291551,550.2846381243628,4.974420043406738,8.070515534534138,True,True,
Multideck 50 1.1,173.0,5.0,43903426.5962175,9.219719585205674,555.1776044852191,4.807308919996201,8.209590402658712,True,True,
Multideck 50 1.2,104.0,3.0,6679611.310467537,1.4027183751981827,387.8302650356778,2.860645335723088,10.642422507515976,True,True,
Multideck 50 1.2,105.0,3.0,6920352.914674783,1.4532741120817045,390.276748216106,2.7785482750804897,10.798502464774979,True,True,
Multideck 50 1.2,119.0,3.0,10996426.941034338,2.309249657617211,424.52751274209993,1.9020755347327825,13.051445834785698,True,True,
Multideck 50 1.2,120.0,3.0,11342229.912365993,2.381868281596859,426.97399592252805,1.8547120390645773,13.217041681444154,True,True,
Multideck 50 1.2,127.0,3.0,13989481.02534081,2.9377910153215705,444.099378185525,1.5640551875133288,14.392839041079691,True,True,
Multideck 50 1.2,128.0,3.0,14401400.351408068,3.024294073795694,446.54586136595304,1.5276886653899737,14.563141755654836,True,True,
Multideck 50 1.2,114.0,4.0,9381575.672339087,1.9701308911912085,412.2950968399592,6.84322535469456,6.8808498987279805,True,True,
Multideck 50 1.2,116.0,4.0,10005122.172147471,2.1010756561509694,417.18806320081546,6.492888357793833,7.064046304853256,True,True,
Multideck 50 1.2,146.0,4.0,23433297.296388764,4.92099243224164,490.58255861365944,3.2599216291334745,9.969397794785845,True,True,
Multideck 50 1.2,153.0,4.0,27866737.718571417,5.852014920899998,507.7079408766564,2.836980064314906,10.686718336793158,True,True,
Multideck 50 1.2,154.0,4.0,28546607.456769045,5.9947875659214995,510.15442405708455,2.7827591025074723,10.790329309452995,True,True,
Multideck 50 1.2,123.0,5.0,12427299.02245518,2.6097327947155877,434.31344546381246,13.286024105310416,4.938271771211494,True,True,
Multideck 50 1.2,132.0,5.0,16138062.068804607,3.388993034448968,456.33179408766557,10.749737443745989,5.490015576007515,True,True,
Multideck 50 1.2,134.0,5.0,17061436.337283086,3.5829016308294483,461.22476044852186,10.276980535043656,5.614870420774985,True,True,
Multideck 50 1.2,153.0,5.0,27866737.718571417,5.852014920899998,507.7079408766564,6.926220860143813,6.839499735547621,True,True,
Multideck 50 1.2,155.0,5.0,29238502.064293496,6.140085433501635,512.6009072375127,6.664886549578908,6.972300948725354,True,True,
Multideck 50 1.2,156.0,5.0,29942554.584045943,6.287936462649648,515.0473904179408,6.53923358851558,7.038969437568413,True,True,
Multideck 50 1.2,157.0,5.0,30658898.66112922,6.438368718837136,517.4938735983691,6.4167803403580566,7.105815364732869,True,True,
Multideck 50 1.2,147.0,6.0,24032667.317257304,5.0468601366240335,493.0290417940876,16.172010760753153,4.476004291860722,True,True,
Multideck 50 1.2,150.0,6.0,25897956.34860255,5.438570833206535,500.368491335372,15.230633005962417,4.612257314897839,True,True,
Multideck 60 0.9,113.0,3.0,9080673.839083148,1.906941506207461,338.2900509683996,1.835458882807344,13.286181319849696,True,True,
Multideck 60 0.9,114.0,3.0,9381575.672339087,1.9701308911912085,340.73653414882773,1.7894370583829116,13.455947733398963,True,True,
Multideck 60 0.9,118.0,3.0,10658381.54857631,2.238260125201025,350.52246687054026,1.6203099835130992,14.140782784269065,True,True,
Multideck 60 0.9,186.0,4.0,57401828.87292732,12.054384063314737,516.8833231396534,1.402152493058936,15.201095269074838,True,True,
Multideck 60 0.9,214.0,4.0,96440354.3448065,20.252474412409367,585.3848521916411,0.9451726380129469,18.514710885964565,True,True,
Multideck 60 0.9,228.0,4.0,121923317.1432766,25.60389660008808,619.635616717635,0.7913672275413329,20.234080550216703,True,True,
Multideck 60 1.0,113.0,3.0,9080673.839083148,1.906941506207461,339.3200509683996,1.8410473494024437,13.266001010023105,True,True,
Multideck 60 1.0,114.0,3.0,9381575.672339087,1.9701308911912085,341.7665341488277,1.7948462821831672,13.435655980231358,True,True,
Multideck 60 1.0,161.0,4.0,33649884.45715446,7.066475736002437,456.75124362895,2.1136088518031126,12.381127488532433,True,True,
Multideck 60 1.0,182.0,4.0,52965365.25385631,11.122726703309825,508.12739041794083,1.4938572267286097,14.727124521721485,True,True,
Multideck 60 1.0,193.0,4.0,65809695.198850095,13.82003599175852,535.0387054026503,1.2659710638308135,15.997812983289755,True,True,
Multideck 60 1.1,113.0,3.0,9080673.839083148,1.906941506207461,340.36005096839955,1.8466900729547775,13.24571778883495,True,True,
Multideck 60 1.1,114.0,3.0,9381575.672339087,1.9701308911912085,342.8065341488277,1.8003080227193475,13.415260079408194,True,True,
Multideck 60 1.1,118.0,3.0,10658381.54857631,2.238260125201025,352.59246687054025,1.6298786759162336,14.099212825522317,True,True,
Multideck 60 1.1,142.0,4.0,21144368.073715486,4.440317295480252,411.3080632008156,3.029011841193655,10.342416411079519,True,True,
Multideck 60 1.1,160.0,4.0,32883025.696109742,6.905435396183045,455.34476044852187,2.1562396593988753,12.258123435741506,True,True,
Multideck 60 1.1,168.0,4.0,39388748.15787431,8.271637113153604,474.916625891947,1.877472797007878,13.136681741705825,True,True,
Multideck 60 1.1,263.0,5.0,206806462.2701369,43.42935707672875,707.3325280326198,1.3002535103413713,15.78550527300563,True,True,
Multideck 60 1.2,113.0,3.0,9080673.839083148,1.906941506207461,341.40005096839957,1.8523327965071117,13.22552732091827,True,True,
Multideck 60 1.2,114.0,3.0,9381575.672339087,1.9701308911912085,343.84653414882774,1.8057697632555278,13.394956783016685,True,True,
Multideck 60 1.2,118.0,3.0,10658381.54857631,2.238260125201025,353.63246687054027,1.6346861349013835,14.07846532726329,True,True,
Multideck 60 1.2,134.0,4.0,17061436.337283086,3.5829016308294483,392.77619775739043,3.584743035128572,9.506999920827312,True,True,
Multideck 60 1.2,137.0,4.0,18517993.806007657,3.888778699261608,400.1156472986748,3.364496331239158,9.813241246398588,True,True,
Multideck 60 1.2,145.0,4.0,22844909.623478066,4.797431020930394,419.68751274209995,2.860652212984844,10.642409714844263,True,True,
Multideck 60 1.2,155.0,4.0,29238502.064293496,6.140085433501635,444.15234454638124,2.3654038407058264,11.703610402682955,True,True,
Multideck 60 1.2,230.0,5.0,125927571.83798327,26.444790085976486,627.6385830784914,1.894773551679913,13.07657015524618,True,True,
Multideck 60 1.2,272.0,5.0,234224748.3100833,49.187197145117494,730.3908766564729,1.1854713669210053,16.532059920396698,True,True,
Multideck 80 1.0,131.0,3.0,12961563.59045332,2.721928353995197,352.67246687054023,1.3405643695995635,15.546358164830643,True,True,
Multideck 80 1.0,148.0,4.0,20357383.021706257,4.275050434558314,394.2626809378185,3.0157280864918423,10.3651696501851,True,True,
Multideck 80 1.0,165.0,4.0,30439968.21008598,6.392393324118055,435.85289500509685,2.229585844302383,12.054811005276495,True,True,
Multideck 80 1.0,173.0,4.0,36268048.05774489,7.616290092126428,455.4247604485219,1.9553338287445396,12.872474735586279,True,True,
Multideck 80 1.0,266.0,5.0,178162236.76959276,37.41406972161448,682.9476962283385,1.4572709174735212,14.910848450293079,True,True,
Multideck 80 1.0,322.0,5.0,361260373.1904341,75.86467836999117,819.9507543323139,0.8628512914849262,19.37780263985307,True,True,
Multideck 80 1.0,353.0,5.0,507598126.97318196,106.59560666436822,895.7917329255861,0.6708965354905256,21.975801849960003,True,True,
Multideck 80 1.1,131.0,3.0,12961563.59045332,2.721928353995197,353.82246687054027,1.3449357032585803,15.521073079340065,True,True,
Multideck 80 1.1,138.0,4.0,15714704.561503194,3.300087957915671,370.9478491335372,3.675657988924619,9.388689097782589,True,True,
Multideck 80 1.1,140.0,4.0,16573999.941023923,3.4805399876150243,375.8408154943935,3.5310597523369243,9.578995555220269,True,True,
Multideck 80 1.1,150.0,4.0,21393963.94014993,4.492732427431485,400.3056472986748,2.913593203713286,10.545278341850334,True,True,
Multideck 80 1.1,161.0,4.0,27797730.6385189,5.837523434088968,427.21696228338425,2.3931372309509005,11.635597869232392,True,True,
Multideck 80 1.1,232.0,5.0,107413568.51694615,22.556849388558692,600.9172680937819,2.1267872549612306,12.342708734729017,True,True,
Multideck 80 1.1,273.0,5.0,196135133.32373193,41.1883779979837,701.2230784913354,1.3591560292664873,15.439664077104043,True,True,
Multideck 80 1.1,296.0,5.0,264565330.28676242,55.55871936022011,757.4921916411824,1.0884631699226244,17.25304026421371,True,True,
Multideck 80 1.2,131.0,3.0,12961563.59045332,2.721928353995197,355.0124668705402,1.349459083305736,15.495037964258062,True,True,
Multideck 80 1.2,133.0,3.0,13708965.154244894,2.8788826823914273,359.90543323139656,1.2934726253981996,15.826828055393435,True,True,
Multideck 80 1.2,136.0,4.0,14888384.012588276,3.126560642643538,367.2448827726809,3.840932270072016,9.184471706209111,True,True,
Multideck 80 1.2,138.0,4.0,15714704.561503194,3.300087957915671,372.1378491335372,3.687449492816708,9.37366578574842,True,True,
Multideck 80 1.2,144.0,4.0,18394789.47205844,3.8629057891322724,386.81674821610596,3.27445409159409,9.947250438017658,True,True,
Multideck 80 1.2,145.0,4.0,18871881.862873185,3.9630951912033687,389.2632313965341,3.21186018819841,10.04371056633612,True,True,
Multideck 80 1.2,147.0,4.0,19853073.001212556,4.169145330254636,394.1561977573904,3.091498771495082,10.237359771775534,True,True,
Multideck 80 1.2,210.0,5.0,74295924.54464945,15.602144154376385,548.2846381243629,2.805495629316756,10.746516426856745,True,True,
Multideck 80 1.2,243.0,5.0,127496074.45982419,26.77417563656308,629.0185830784912,1.8755781845434671,13.143315066557332,True,True,
Multideck 80 1.2,261.0,5.0,166082348.77486092,34.87729324272079,673.0552803261977,1.5406208377219013,14.501890490951732,True,True,
